canonical_row_position,id,item,conditions,list,annotation,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,combination,relevant_property,stimulus_row_index,trials_raw_stimulus,D,C,F,noun,sharpness_raw_stimulus
5732,72,6,brcf,5,D,1,10,10,2,3,9,9,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,blurred,color_form,both,675,1,,BR-FA,BR-FA,Aufkleber,blurred
5733,72,8,zrdc,5,C,8,10,10,10,10,9,3,orange,black,black,black,black,black,circle,triangle,triangle,quadrat,star,star,blurred,dimension_color,second,736,8,NR-B,R-BE,,Aufkleber,blurred
5734,72,14,brcf,5,CF,1,1,3,2,3,3,10,black,black,grey,grey,black,grey,quadrat,star,quadrat,quadrat,star,star,blurred,color_form,both,657,1,,BR-ED,BR-DE,Aufkleber,blurred
5735,72,7,brdf,5,DF,3,10,10,3,5,10,4,grey,blue,orange,blue,orange,orange,triangle,quadrat,triangle,triangle,quadrat,quadrat,blurred,dimension_form,both,704,3,BR-A,,BR-AD,Aufkleber,blurred
5736,72,1,brdf,5,DCF,3,10,9,3,1,9,2,black,brown,blue,blue,green,black,triangle,diamond,triangle,triangle,diamond,diamond,blurred,dimension_form,both,542,3,BR-A,,BR-AB,Aufkleber,blurred
5737,72,21,erdc,5,DF,5,9,6,6,4,1,1,green,green,green,green,green,black,star,heart,quadrat,diamond,heart,triangle,blurred,dimension_color,first,616,5,R-A,NR-FE,,Aufkleber,blurred
5738,72,7,erdf,5,DF,6,9,4,2,2,4,2,black,grey,black,black,blue,grey,triangle,triangle,triangle,triangle,triangle,quadrat,blurred,dimension_form,first,707,6,R-A,,NR-AD,Aufkleber,blurred
5739,72,25,ercf,5,C,4,2,1,10,3,2,3,blue,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,blurred,color_form,first,723,4,,R-AD,NR-DA,Aufkleber,blurred
5740,72,20,brdf,5,DF,3,10,9,4,2,9,6,orange,orange,grey,blue,orange,brown,quadrat,circle,quadrat,quadrat,circle,circle,blurred,dimension_form,both,587,3,BR-B,,BR-DC,Aufkleber,blurred
5741,72,26,zrdf,5,F,9,9,10,9,9,9,2,green,brown,brown,blue,orange,black,diamond,star,star,star,star,star,blurred,dimension_form,second,755,9,NR-B,,R-EB,Aufkleber,blurred
5742,72,4,erdf,5,DF,6,9,2,1,5,6,1,orange,brown,orange,brown,orange,orange,circle,circle,circle,circle,circle,diamond,blurred,dimension_form,first,626,6,R-A,,NR-BC,Aufkleber,blurred
5743,72,6,ercf,5,C,4,1,10,1,3,9,10,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,blurred,color_form,first,678,4,,R-FA,NR-FA,Aufkleber,blurred
5744,72,21,zrdc,5,C,8,9,10,10,9,10,3,black,green,green,green,green,green,quadrat,diamond,diamond,star,quadrat,circle,blurred,dimension_color,second,619,8,NR-A,R-EF,,Aufkleber,blurred
5745,72,13,erdc,5,D,5,10,5,3,1,1,2,brown,brown,brown,brown,brown,orange,circle,quadrat,quadrat,star,quadrat,heart,blurred,dimension_color,first,634,5,R-B,NR-CB,,Aufkleber,blurred
5746,72,9,zrcf,5,F,7,1,2,3,2,1,9,brown,brown,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,color_form,second,762,7,,NR-CF,R-CF,Aufkleber,blurred
5747,72,14,ercf,5,C,4,9,10,3,9,2,1,black,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,blurred,color_form,first,660,4,,R-ED,NR-DE,Aufkleber,blurred
5748,72,13,zrdc,5,C,8,10,10,10,9,9,3,brown,orange,orange,orange,orange,orange,circle,quadrat,heart,quadrat,heart,diamond,blurred,dimension_color,second,637,8,NR-B,R-CB,,Aufkleber,blurred
5749,72,1,erdf,5,C,6,10,4,4,2,2,5,black,blue,blue,green,black,green,triangle,triangle,triangle,triangle,triangle,diamond,blurred,dimension_form,first,545,6,R-A,,NR-AB,Aufkleber,blurred
5750,72,26,erdf,5,DF,6,10,4,4,5,4,1,black,orange,black,brown,grey,grey,diamond,diamond,diamond,diamond,diamond,star,blurred,dimension_form,first,752,6,R-B,,NR-EB,Aufkleber,blurred
5751,72,20,erdf,5,C,6,10,6,6,5,6,1,green,brown,green,grey,black,grey,quadrat,quadrat,quadrat,quadrat,quadrat,circle,blurred,dimension_form,first,590,6,R-B,,NR-DC,Aufkleber,blurred
5752,72,17,zrcf,5,F,7,3,2,3,2,10,10,black,black,black,black,black,orange,star,diamond,diamond,diamond,diamond,diamond,blurred,color_form,second,744,7,,NR-EB,R-BE,Aufkleber,blurred
5753,72,16,zrdc,5,C,8,9,10,10,10,10,4,grey,blue,blue,blue,blue,blue,triangle,quadrat,circle,heart,triangle,quadrat,blurred,dimension_color,second,718,8,NR-B,R-DA,,Aufkleber,blurred
5754,72,21,brdc,5,F,2,10,9,5,4,10,3,black,green,black,black,green,green,triangle,triangle,diamond,heart,quadrat,star,blurred,dimension_color,both,613,2,BR-A,BR-EF,,Aufkleber,blurred
5755,72,4,zrdf,5,F,9,10,10,10,9,9,2,green,brown,blue,brown,blue,grey,circle,diamond,diamond,diamond,diamond,diamond,blurred,dimension_form,second,629,9,NR-A,,R-BC,Aufkleber,blurred
5756,72,22,zrcf,5,F,7,3,10,9,9,2,2,brown,brown,brown,brown,brown,orange,diamond,circle,circle,circle,circle,circle,blurred,color_form,second,645,7,,NR-CB,R-CB,Aufkleber,blurred
5757,72,10,zrdc,5,C,8,9,9,10,9,9,3,orange,blue,blue,blue,blue,blue,heart,quadrat,quadrat,diamond,triangle,quadrat,blurred,dimension_color,second,556,8,NR-B,R-BA,,Aufkleber,blurred
5758,72,19,brcf,5,CF,1,10,3,1,2,9,3,blue,blue,orange,orange,blue,orange,diamond,triangle,diamond,diamond,triangle,triangle,blurred,color_form,both,558,1,,BR-AB,BR-BA,Aufkleber,blurred
5759,72,13,brdc,5,CF,2,9,10,1,6,9,6,brown,orange,brown,brown,orange,orange,quadrat,diamond,diamond,diamond,circle,circle,blurred,dimension_color,both,631,2,BR-B,BR-CB,,Aufkleber,blurred
5760,72,20,zrdf,5,F,9,9,9,9,9,10,3,black,brown,green,brown,black,black,quadrat,circle,circle,circle,circle,circle,blurred,dimension_form,second,593,9,NR-B,,R-DC,Aufkleber,blurred
5761,72,5,erdc,5,DF,5,10,3,4,6,2,1,grey,grey,grey,grey,grey,black,diamond,heart,circle,star,diamond,diamond,blurred,dimension_color,first,652,5,R-B,NR-DE,,Aufkleber,blurred
5762,72,27,brdc,5,F,2,10,10,1,6,10,5,brown,green,brown,brown,green,green,diamond,quadrat,triangle,heart,diamond,quadrat,blurred,dimension_color,both,775,2,BR-A,BR-CF,,Aufkleber,blurred
5763,72,9,brcf,5,CF,1,3,10,10,2,2,9,brown,brown,green,green,brown,green,circle,heart,circle,circle,heart,heart,blurred,color_form,both,756,1,,BR-CF,BR-CF,Aufkleber,blurred
5764,72,18,zrdf,5,F,9,9,9,9,9,10,6,blue,grey,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,blurred,dimension_form,second,773,9,NR-B,,R-CF,Aufkleber,blurred
5765,72,15,zrdf,5,F,9,10,9,10,9,10,2,blue,brown,orange,green,green,green,heart,triangle,triangle,triangle,triangle,triangle,blurred,dimension_form,second,692,9,NR-B,,R-FA,Aufkleber,blurred
5766,72,22,ercf,5,C,4,9,9,3,2,1,2,orange,brown,brown,brown,brown,brown,diamond,diamond,diamond,diamond,diamond,circle,blurred,color_form,first,642,4,,R-BC,NR-CB,Aufkleber,blurred
5767,72,27,erdc,5,D,5,9,2,5,5,2,1,green,green,green,green,green,brown,heart,star,diamond,circle,quadrat,quadrat,blurred,dimension_color,first,778,5,R-A,NR-FC,,Aufkleber,blurred
5768,72,3,brcf,5,CF,1,10,10,10,1,2,2,black,black,green,green,black,green,star,heart,star,star,heart,heart,blurred,color_form,both,594,1,,BR-EF,BR-EF,Aufkleber,blurred
5769,72,17,brcf,5,CF,1,9,10,10,3,10,10,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,blurred,color_form,both,738,1,,BR-EB,BR-BE,Aufkleber,blurred
5770,72,26,brdf,5,DF,3,9,9,3,2,10,6,green,orange,orange,grey,orange,black,diamond,star,diamond,diamond,star,star,blurred,dimension_form,both,749,3,BR-B,,BR-EB,Aufkleber,blurred
5771,72,10,erdc,5,DF,5,10,6,5,3,2,3,orange,orange,orange,orange,orange,blue,triangle,quadrat,quadrat,diamond,quadrat,heart,blurred,dimension_color,first,553,5,R-B,NR-BA,,Aufkleber,blurred
5772,72,16,brdc,5,DF,2,10,9,2,3,9,5,grey,blue,grey,grey,blue,blue,quadrat,heart,quadrat,star,heart,quadrat,blurred,dimension_color,both,712,2,BR-B,BR-DA,,Aufkleber,blurred
5773,72,2,brdc,5,CF,2,9,9,4,3,10,2,brown,grey,brown,brown,grey,grey,circle,quadrat,star,heart,circle,circle,blurred,dimension_color,both,568,2,BR-B,BR-CD,,Aufkleber,blurred
5774,72,5,brdc,5,DCF,2,9,9,5,2,9,5,grey,black,grey,grey,black,black,quadrat,triangle,quadrat,star,heart,heart,blurred,dimension_color,both,649,2,BR-B,BR-DE,,Aufkleber,blurred
5775,72,12,brdf,5,DF,3,10,9,3,4,9,1,blue,grey,black,green,green,brown,star,heart,star,star,heart,heart,blurred,dimension_form,both,605,3,BR-B,,BR-EF,Aufkleber,blurred
5776,72,1,zrdf,5,C,9,10,10,9,9,9,6,blue,brown,grey,orange,black,brown,triangle,diamond,diamond,diamond,diamond,diamond,blurred,dimension_form,second,548,9,NR-A,,R-AB,Aufkleber,blurred
5777,72,23,brdf,5,DF,3,9,10,5,2,9,4,brown,green,grey,orange,grey,black,star,quadrat,star,star,quadrat,quadrat,blurred,dimension_form,both,668,3,BR-B,,BR-ED,Aufkleber,blurred
5778,72,24,brdc,5,CF,2,10,10,3,4,9,2,green,blue,green,green,blue,blue,diamond,triangle,triangle,quadrat,quadrat,star,blurred,dimension_color,both,694,2,BR-A,BR-FA,,Aufkleber,blurred
5779,72,11,zrcf,5,F,7,10,10,2,3,1,1,grey,grey,grey,grey,grey,brown,circle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,color_form,second,582,7,,NR-DC,R-CD,Aufkleber,blurred
5780,72,4,brdf,5,DF,3,9,10,1,3,9,5,orange,brown,brown,blue,black,blue,circle,diamond,circle,circle,diamond,diamond,blurred,dimension_form,both,623,3,BR-A,,BR-BC,Aufkleber,blurred
5781,72,11,brcf,5,CF,1,3,1,2,2,10,2,grey,grey,brown,brown,grey,brown,circle,quadrat,circle,circle,quadrat,quadrat,blurred,color_form,both,576,1,,BR-DC,BR-CD,Aufkleber,blurred
5782,72,25,brcf,5,CF,1,2,10,2,1,9,10,blue,blue,grey,grey,blue,grey,quadrat,triangle,quadrat,quadrat,triangle,triangle,blurred,color_form,both,720,1,,BR-AD,BR-DA,Aufkleber,blurred
5783,72,11,ercf,5,C,4,10,9,1,9,3,1,grey,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,quadrat,blurred,color_form,first,579,4,,R-DC,NR-CD,Aufkleber,blurred
5784,72,23,erdf,5,DF,6,9,2,2,6,5,2,brown,blue,grey,grey,grey,black,star,star,star,star,star,quadrat,blurred,dimension_form,first,671,6,R-B,,NR-ED,Aufkleber,blurred
5785,72,25,zrcf,5,F,7,3,10,2,1,3,1,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,blurred,color_form,second,726,7,,NR-DA,R-DA,Aufkleber,blurred
5786,72,2,erdc,5,DF,5,10,3,1,3,6,1,brown,brown,brown,brown,brown,grey,quadrat,triangle,diamond,heart,circle,star,blurred,dimension_color,first,571,5,R-B,NR-CD,,Aufkleber,blurred
5787,72,17,ercf,5,C,4,10,1,9,3,10,10,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,blurred,color_form,first,741,4,,R-EB,NR-BE,Aufkleber,blurred
5788,72,12,zrdf,5,F,9,10,9,9,9,9,1,blue,brown,orange,green,brown,green,star,heart,heart,heart,heart,heart,blurred,dimension_form,second,611,9,NR-B,,R-EF,Aufkleber,blurred
5789,72,24,zrdc,5,C,8,10,10,9,9,10,6,green,blue,blue,blue,blue,blue,quadrat,circle,circle,star,quadrat,quadrat,blurred,dimension_color,second,700,8,NR-A,R-FA,,Aufkleber,blurred
5790,72,15,erdf,5,DF,6,10,5,2,1,6,2,grey,green,green,orange,green,blue,heart,heart,heart,heart,heart,triangle,blurred,dimension_form,first,689,6,R-B,,NR-FA,Aufkleber,blurred
5791,72,23,zrdf,5,F,9,9,9,9,9,9,5,blue,green,green,green,blue,brown,star,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,dimension_form,second,674,9,NR-B,,R-ED,Aufkleber,blurred
5792,72,18,brdf,5,DF,3,10,9,2,3,10,4,grey,black,blue,orange,brown,grey,circle,heart,circle,circle,heart,heart,blurred,dimension_form,both,767,3,BR-B,,BR-CF,Aufkleber,blurred
5793,72,7,zrdf,5,F,9,9,10,9,10,9,3,blue,black,orange,orange,green,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,dimension_form,second,710,9,NR-A,,R-AD,Aufkleber,blurred
5794,72,5,zrdc,5,C,8,9,10,10,9,10,5,grey,black,black,black,black,black,star,quadrat,star,triangle,heart,diamond,blurred,dimension_color,second,655,8,NR-B,R-DE,,Aufkleber,blurred
5795,72,6,zrcf,5,F,7,3,3,10,2,3,3,green,green,green,green,green,blue,heart,triangle,triangle,triangle,triangle,triangle,blurred,color_form,second,681,7,,NR-FA,R-FA,Aufkleber,blurred
5796,72,3,ercf,5,C,4,10,2,1,9,10,9,black,green,green,green,green,green,star,star,star,star,star,heart,blurred,color_form,first,597,4,,R-EF,NR-EF,Aufkleber,blurred
5797,72,27,zrdc,5,C,8,10,9,9,10,9,6,brown,green,green,green,green,green,diamond,star,circle,star,quadrat,heart,blurred,dimension_color,second,781,8,NR-A,R-CF,,Aufkleber,blurred
5798,72,2,zrdc,5,C,8,10,9,9,10,10,6,brown,grey,grey,grey,grey,grey,diamond,diamond,heart,triangle,quadrat,triangle,blurred,dimension_color,second,574,8,NR-B,R-CD,,Aufkleber,blurred
5799,72,15,brdf,5,DF,3,10,9,1,4,10,1,orange,orange,black,green,green,black,heart,triangle,heart,heart,triangle,triangle,blurred,dimension_form,both,686,3,BR-B,,BR-FA,Aufkleber,blurred
5800,72,12,erdf,5,D,6,10,1,2,4,1,4,grey,brown,black,grey,blue,orange,star,star,star,star,star,heart,blurred,dimension_form,first,608,6,R-B,,NR-EF,Aufkleber,blurred
5801,72,9,ercf,5,C,4,1,1,10,10,2,1,brown,green,green,green,green,green,circle,circle,circle,circle,circle,heart,blurred,color_form,first,759,4,,R-CF,NR-CF,Aufkleber,blurred
5802,73,1,zrcf,3,CF,7,2,2,1,3,2,3,blue,blue,blue,blue,blue,orange,triangle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,6,7,,NR-AB,R-AB,Aufkleber,sharp
5803,73,7,ercf,3,CF,4,10,10,3,3,1,1,blue,grey,grey,grey,grey,grey,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,color_form,first,165,4,,R-AD,NR-AD,Aufkleber,sharp
5804,73,2,zrdf,3,FC,9,9,9,10,9,9,1,blue,green,grey,orange,brown,orange,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,dimension_form,second,35,9,NR-B,,R-CD,Aufkleber,sharp
5805,73,2,brdf,3,CF,3,10,10,2,3,9,3,green,green,green,grey,black,grey,circle,quadrat,circle,circle,quadrat,quadrat,sharp,dimension_form,both,29,3,BR-B,,BR-CD,Aufkleber,sharp
5806,73,26,ercf,3,CF,4,2,10,1,10,9,2,orange,black,black,black,black,black,diamond,diamond,diamond,diamond,diamond,star,sharp,color_form,first,210,4,,R-BE,NR-EB,Aufkleber,sharp
5807,73,27,erdf,3,DCF,6,10,3,1,1,3,2,green,blue,brown,grey,brown,grey,heart,heart,heart,heart,heart,circle,sharp,dimension_form,first,239,6,R-A,,NR-FC,Aufkleber,sharp
5808,73,8,brdf,3,CF,3,9,10,1,3,9,2,orange,blue,black,blue,grey,black,star,diamond,star,star,diamond,diamond,sharp,dimension_form,both,191,3,BR-B,,BR-BE,Aufkleber,sharp
5809,73,11,brdc,3,DCF,2,10,10,1,3,9,2,grey,brown,grey,grey,brown,brown,quadrat,triangle,triangle,triangle,diamond,quadrat,sharp,dimension_color,both,37,2,BR-A,BR-DC,,Aufkleber,sharp
5810,73,19,erdc,3,FC,5,10,1,3,2,2,1,orange,orange,orange,orange,orange,blue,diamond,triangle,circle,star,circle,quadrat,sharp,dimension_color,first,22,5,R-A,NR-BA,,Aufkleber,sharp
5811,73,23,ercf,3,CF,4,9,1,1,10,9,3,grey,black,black,black,black,black,star,star,star,star,star,quadrat,sharp,color_form,first,129,4,,R-DE,NR-ED,Aufkleber,sharp
5812,73,24,brdf,3,DCF,3,10,9,1,2,10,1,blue,blue,grey,grey,blue,orange,triangle,heart,triangle,triangle,heart,heart,sharp,dimension_form,both,155,3,BR-A,,BR-AF,Aufkleber,sharp
5813,73,26,zrcf,3,FC,7,3,2,2,3,3,10,black,black,black,black,black,orange,diamond,star,star,star,star,star,sharp,color_form,second,213,7,,NR-EB,R-EB,Aufkleber,sharp
5814,73,5,brdf,3,DCF,3,10,10,1,3,9,3,brown,brown,green,blue,blue,blue,quadrat,star,quadrat,quadrat,star,star,sharp,dimension_form,both,110,3,BR-B,,BR-DE,Aufkleber,sharp
5815,73,14,erdc,3,DF,5,9,3,3,1,3,2,black,black,black,black,black,grey,triangle,diamond,heart,quadrat,diamond,diamond,sharp,dimension_color,first,121,5,R-A,NR-ED,,Aufkleber,sharp
5816,73,6,zrdc,3,CF,8,9,10,9,10,10,3,green,blue,blue,blue,blue,blue,circle,circle,triangle,circle,triangle,star,sharp,dimension_color,second,142,8,NR-A,R-FA,,Aufkleber,sharp
5817,73,12,zrcf,3,FC,7,2,10,10,3,9,2,green,green,green,green,green,black,star,heart,heart,heart,heart,heart,sharp,color_form,second,69,7,,NR-FE,R-EF,Aufkleber,sharp
5818,73,15,zrcf,3,F,7,10,9,10,9,1,3,blue,blue,blue,blue,blue,green,heart,triangle,triangle,triangle,triangle,triangle,sharp,color_form,second,150,7,,NR-AF,R-FA,Aufkleber,sharp
5819,73,22,brdc,3,DF,2,9,9,1,1,10,3,orange,brown,orange,orange,brown,brown,quadrat,star,quadrat,diamond,triangle,quadrat,sharp,dimension_color,both,100,2,BR-A,BR-BC,,Aufkleber,sharp
5820,73,6,brdc,3,DFC,2,9,9,1,2,9,1,green,blue,green,green,blue,blue,diamond,quadrat,diamond,quadrat,circle,circle,sharp,dimension_color,both,136,2,BR-A,BR-FA,,Aufkleber,sharp
5821,73,18,zrcf,3,F,7,2,1,2,9,10,1,green,green,green,green,green,brown,circle,heart,heart,heart,heart,heart,sharp,color_form,second,231,7,,NR-FC,R-CF,Aufkleber,sharp
5822,73,26,brcf,3,CF,1,1,1,2,2,2,3,orange,orange,black,black,orange,black,diamond,star,diamond,diamond,star,star,sharp,color_form,both,207,1,,BR-BE,BR-EB,Aufkleber,sharp
5823,73,7,zrcf,3,F,7,10,3,10,9,1,2,blue,blue,blue,blue,blue,grey,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,color_form,second,168,7,,NR-AD,R-AD,Aufkleber,sharp
5824,73,25,zrdc,3,CF,8,10,10,9,10,9,3,blue,grey,grey,grey,grey,grey,circle,quadrat,diamond,quadrat,quadrat,diamond,sharp,dimension_color,second,187,8,NR-A,R-AD,,Aufkleber,sharp
5825,73,21,erdf,3,DF,6,10,2,3,3,1,3,brown,grey,green,black,grey,grey,heart,heart,heart,heart,heart,star,sharp,dimension_form,first,77,6,R-A,,NR-FE,Aufkleber,sharp
5826,73,23,zrcf,3,F,7,3,2,2,2,3,10,black,black,black,black,black,grey,star,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,color_form,second,132,7,,NR-ED,R-ED,Aufkleber,sharp
5827,73,3,erdc,3,F,5,9,3,1,3,1,2,black,black,black,black,black,green,heart,star,heart,triangle,star,diamond,sharp,dimension_color,first,58,5,R-A,NR-EF,,Aufkleber,sharp
5828,73,17,brdc,3,DF,2,9,10,3,2,10,2,black,orange,black,black,orange,orange,star,triangle,heart,quadrat,star,heart,sharp,dimension_color,both,199,2,BR-A,BR-EB,,Aufkleber,sharp
5829,73,4,zrcf,3,F,7,10,1,3,1,3,3,orange,orange,orange,orange,orange,brown,circle,diamond,diamond,diamond,diamond,diamond,sharp,color_form,second,87,7,,NR-BC,R-BC,Aufkleber,sharp
5830,73,20,ercf,3,CF,4,3,1,3,2,3,3,brown,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,circle,sharp,color_form,first,48,4,,R-CD,NR-DC,Aufkleber,sharp
5831,73,24,zrdf,3,F,9,9,10,9,10,10,2,black,grey,green,green,black,brown,triangle,heart,heart,heart,heart,heart,sharp,dimension_form,second,161,9,NR-A,,R-AF,Aufkleber,sharp
5832,73,9,zrdc,3,CF,8,10,9,9,9,9,1,brown,green,green,green,green,green,quadrat,triangle,diamond,circle,quadrat,heart,sharp,dimension_color,second,223,8,NR-A,R-CF,,Aufkleber,sharp
5833,73,20,brcf,3,CF,1,1,10,1,10,9,2,brown,brown,grey,grey,brown,grey,quadrat,circle,quadrat,quadrat,circle,circle,sharp,color_form,both,45,1,,BR-CD,BR-DC,Aufkleber,sharp
5834,73,10,erdf,3,DF,6,10,2,2,1,3,2,black,black,green,orange,brown,blue,triangle,triangle,triangle,triangle,triangle,diamond,sharp,dimension_form,first,14,6,R-B,,NR-AB,Aufkleber,sharp
5835,73,14,brdc,3,DF,2,10,10,2,2,10,2,black,grey,black,black,grey,grey,heart,quadrat,diamond,heart,star,star,sharp,dimension_color,both,118,2,BR-A,BR-ED,,Aufkleber,sharp
5836,73,3,zrdc,3,CF,8,10,10,10,9,9,3,black,green,green,green,green,green,star,heart,quadrat,circle,heart,quadrat,sharp,dimension_color,second,61,8,NR-A,R-EF,,Aufkleber,sharp
5837,73,27,brdf,3,CF,3,9,9,2,1,10,2,brown,brown,grey,green,orange,blue,heart,circle,heart,heart,circle,circle,sharp,dimension_form,both,236,3,BR-A,,BR-FC,Aufkleber,sharp
5838,73,21,zrdf,3,CF,9,10,10,9,9,10,1,brown,grey,green,green,blue,green,heart,star,star,star,star,star,sharp,dimension_form,second,80,9,NR-A,,R-FE,Aufkleber,sharp
5839,73,14,zrdc,3,CF,8,9,9,9,10,9,2,black,grey,grey,grey,grey,grey,circle,quadrat,quadrat,quadrat,diamond,diamond,sharp,dimension_color,second,124,8,NR-A,R-ED,,Aufkleber,sharp
5840,73,13,zrdf,3,F,9,9,9,10,10,10,3,brown,blue,black,green,black,brown,circle,diamond,diamond,diamond,diamond,diamond,sharp,dimension_form,second,98,9,NR-B,,R-BC,Aufkleber,sharp
5841,73,22,erdc,3,DF,5,10,1,3,3,1,1,brown,brown,brown,brown,brown,orange,quadrat,triangle,quadrat,quadrat,triangle,quadrat,sharp,dimension_color,first,103,5,R-A,NR-CB,,Aufkleber,sharp
5842,73,22,zrdc,3,CF,8,10,10,9,9,9,1,orange,brown,brown,brown,brown,brown,star,heart,circle,quadrat,quadrat,circle,sharp,dimension_color,second,106,8,NR-A,R-BC,,Aufkleber,sharp
5843,73,27,zrdf,3,F,9,10,10,10,9,10,1,orange,grey,blue,orange,brown,black,heart,circle,circle,circle,circle,circle,sharp,dimension_form,second,242,9,NR-A,,R-FC,Aufkleber,sharp
5844,73,18,ercf,3,CF,4,1,10,3,3,10,1,green,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,heart,sharp,color_form,first,228,4,,R-FC,NR-CF,Aufkleber,sharp
5845,73,2,erdf,3,DCF,6,10,2,2,2,3,2,blue,grey,black,black,brown,blue,circle,circle,circle,circle,circle,quadrat,sharp,dimension_form,first,32,6,R-B,,NR-CD,Aufkleber,sharp
5846,73,17,zrdc,3,CF,8,9,10,9,9,9,1,black,orange,orange,orange,orange,orange,star,star,diamond,quadrat,star,triangle,sharp,dimension_color,second,205,8,NR-A,R-EB,,Aufkleber,sharp
5847,73,5,erdf,3,DCF,6,10,1,3,1,2,3,blue,black,green,green,black,brown,quadrat,quadrat,quadrat,quadrat,quadrat,star,sharp,dimension_form,first,113,6,R-B,,NR-DE,Aufkleber,sharp
5848,73,1,brcf,3,CF,1,9,10,2,9,2,2,blue,blue,orange,orange,blue,orange,triangle,diamond,triangle,triangle,diamond,diamond,sharp,color_form,both,0,1,,BR-AB,BR-AB,Aufkleber,sharp
5849,73,11,zrdc,3,C,8,10,10,10,9,10,1,grey,brown,brown,brown,brown,brown,diamond,heart,diamond,quadrat,diamond,quadrat,sharp,dimension_color,second,43,8,NR-A,R-DC,,Aufkleber,sharp
5850,73,4,brcf,3,CF,1,9,3,1,3,10,2,orange,orange,brown,brown,orange,brown,circle,diamond,circle,circle,diamond,diamond,sharp,color_form,both,81,1,,BR-BC,BR-BC,Aufkleber,sharp
5851,73,5,zrdf,3,F,9,10,10,9,9,10,3,brown,brown,grey,brown,green,orange,quadrat,star,star,star,star,star,sharp,dimension_form,second,116,9,NR-B,,R-DE,Aufkleber,sharp
5852,73,21,brdf,3,DCF,3,9,9,3,2,9,2,brown,grey,grey,green,brown,green,heart,star,heart,heart,star,star,sharp,dimension_form,both,74,3,BR-A,,BR-FE,Aufkleber,sharp
5853,73,15,ercf,3,CF,4,1,9,1,3,10,1,blue,green,green,green,green,green,heart,heart,heart,heart,heart,triangle,sharp,color_form,first,147,4,,R-AF,NR-FA,Aufkleber,sharp
5854,73,16,erdf,3,DF,6,9,1,1,3,2,2,grey,orange,orange,blue,blue,brown,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,dimension_form,first,176,6,R-B,,NR-AD,Aufkleber,sharp
5855,73,19,brdc,3,DCF,2,10,10,1,2,9,3,blue,orange,blue,blue,orange,orange,triangle,star,star,heart,quadrat,quadrat,sharp,dimension_color,both,19,2,BR-A,BR-AB,,Aufkleber,sharp
5856,73,23,brcf,3,CF,1,3,10,3,3,10,2,grey,grey,black,black,grey,black,star,quadrat,star,star,quadrat,quadrat,sharp,color_form,both,126,1,,BR-DE,BR-ED,Aufkleber,sharp
5857,73,10,brdf,3,DCF,3,9,10,1,2,10,1,orange,grey,brown,green,green,grey,triangle,diamond,triangle,triangle,diamond,diamond,sharp,dimension_form,both,11,3,BR-B,,BR-AB,Aufkleber,sharp
5858,73,4,ercf,3,C,4,9,10,3,1,2,10,orange,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,diamond,sharp,color_form,first,84,4,,R-BC,NR-BC,Aufkleber,sharp
